x,y,z
800000.0,6050000.0,2672.0
765000.0,6030000.0,2650.0
722000.0,6029000.0,2650.0
766000.0,6029000.0,2650.0
766000.0,6028000.0,2650.0
767000.0,6028000.0,2650.0
721000.0,6027000.0,2650.0
766000.0,6027000.0,2650.0
767000.0,6027000.0,2650.0
768000.0,6027000.0,2650.0
721000.0,6026000.0,2650.0
722000.0,6026000.0,2650.0
767000.0,6026000.0,2650.0
769000.0,6026000.0,2650.0
721000.0,6025000.0,2650.0
722000.0,6025000.0,2650.0
768000.0,6025000.0,2650.0
769000.0,6025000.0,2650.0
721000.0,6024000.0,2650.0
722000.0,6024000.0,2650.0
723000.0,6024000.0,2650.0
768000.0,6024000.0,2650.0
719000.0,6023000.0,2650.0
720000.0,6023000.0,2650.0
721000.0,6023000.0,2650.0
722000.0,6023000.0,2650.0
723000.0,6023000.0,2650.0
768000.0,6023000.0,2650.0
719000.0,6022000.0,2650.0
720000.0,6022000.0,2650.0
721000.0,6022000.0,2650.0
722000.0,6022000.0,2650.0
723000.0,6022000.0,2650.0
768000.0,6022000.0,2650.0
769000.0,6022000.0,2650.0
720000.0,6021000.0,2650.0
721000.0,6021000.0,2650.0
722000.0,6021000.0,2650.0
720000.0,6020000.0,2651.2
721000.0,6020000.0,2650.0
720000.0,6019000.0,2650.0
721000.0,6019000.0,2650.0
720000.0,6018000.0,2650.0
721000.0,6018000.0,2650.0
722000.0,6018000.0,2650.0
722000.0,6017000.0,2650.0
723000.0,6017000.0,2650.0
724000.0,6017000.0,2650.0
725000.0,6017000.0,2650.0
787000.0,6010000.0,2650.0
788000.0,6010000.0,2650.0
804000.0,6010000.0,2650.0
787000.0,6009000.0,2650.0
811000.0,6008000.0,2650.0
702000.0,6007000.0,2650.0
703000.0,6007000.0,2650.0
704000.0,6007000.0,2650.0
705000.0,6007000.0,2650.0
702000.0,6006000.0,2650.0
703000.0,6006000.0,2650.0
704000.0,6006000.0,2650.0
705000.0,6006000.0,2650.0
702000.0,6005000.0,2650.0
702000.0,6004000.0,2650.0
702000.0,6003000.0,2650.0
702000.0,6002000.0,2650.0
702000.0,6001000.0,2650.0
703000.0,6000000.0,2650.0
703000.0,5999000.0,2650.0
706000.0,5999000.0,2650.0
817000.0,5980000.0,2650.0
817000.0,5979000.0,2650.0
817000.0,5977000.0,2650.0
819000.0,5977000.0,2650.0
821000.0,5975000.0,2650.0
822000.0,5975000.0,2650.0
822000.0,5974000.0,2650.0
823000.0,5974000.0,2650.0
824000.0,5974000.0,2650.0
823000.0,5973000.0,2650.0
824000.0,5973000.0,2650.0
825000.0,5973000.0,2650.0
825000.0,5972000.0,2650.0
826000.0,5972000.0,2650.0
827000.0,5972000.0,2650.0
826000.0,5971000.0,2650.0
827000.0,5971000.0,2650.0
828000.0,5971000.0,2650.0
829000.0,5971000.0,2650.0
830000.0,5971000.0,2650.0
831000.0,5971000.0,2650.0
828000.0,5970000.0,2650.0
829000.0,5970000.0,2650.0
830000.0,5970000.0,2650.0
831000.0,5970000.0,2650.0
842000.0,5970000.0,2650.0
843000.0,5970000.0,2650.0
844000.0,5970000.0,2650.0
845000.0,5970000.0,2650.0
846000.0,5970000.0,2650.0
847000.0,5970000.0,2650.0
831000.0,5969000.0,2650.0
832000.0,5969000.0,2650.0
833000.0,5969000.0,2650.0
834000.0,5969000.0,2650.0
835000.0,5969000.0,2650.0
842000.0,5969000.0,2650.0
843000.0,5969000.0,2650.0
844000.0,5969000.0,2650.0
847000.0,5969000.0,2650.0
833000.0,5968000.0,2650.0
834000.0,5968000.0,2650.1
835000.0,5968000.0,2650.0
840000.0,5968000.0,2650.0
841000.0,5968000.0,2650.0
842000.0,5968000.0,2650.0
843000.0,5968000.0,2650.0
837000.0,5967000.0,2650.0
838000.0,5967000.0,2650.0
839000.0,5967000.0,2650.0
841000.0,5967000.0,2650.0
842000.0,5967000.0,2650.0
847000.0,5966000.0,2650.0
847000.0,5965000.0,2650.0
845000.0,5964000.0,2650.0
846000.0,5964000.0,2650.0
847000.0,5964000.0,2650.0
845000.0,5963000.0,2650.0
846000.0,5963000.0,2650.0
847000.0,5963000.0,2650.0
