x,y,z
354000.0,5500000.0,7686.2
358000.0,5500000.0,8804.7
352000.0,5499000.0,8016.5
353000.0,5499000.0,7860.0
354000.0,5499000.0,7884.099999999999
356000.0,5499000.0,8888.4
357000.0,5499000.0,8624.400000000001
358000.0,5499000.0,8258.6
359000.0,5499000.0,7598.4
360000.0,5499000.0,7785.0
348000.0,5498000.0,7658.9
351000.0,5498000.0,7050.9
352000.0,5498000.0,7264.300000000001
353000.0,5498000.0,7534.8
354000.0,5498000.0,7398.7
355000.0,5498000.0,7474.300000000001
356000.0,5498000.0,7980.8
357000.0,5498000.0,7774.400000000001
358000.0,5498000.0,7520.9
359000.0,5498000.0,7552.7
360000.0,5498000.0,7187.5
346000.0,5497000.0,7334.8
347000.0,5497000.0,7320.599999999999
348000.0,5497000.0,8087.7
349000.0,5497000.0,7661.3
350000.0,5497000.0,7332.5
351000.0,5497000.0,6881.2
352000.0,5497000.0,6485.0
353000.0,5497000.0,6918.199999999999
354000.0,5497000.0,7497.9
355000.0,5497000.0,7292.7
356000.0,5497000.0,7179.6
357000.0,5497000.0,7440.1
358000.0,5497000.0,7142.7
359000.0,5497000.0,7095.799999999999
360000.0,5497000.0,7188.7
361000.0,5497000.0,7314.5
345000.0,5496000.0,7818.400000000001
346000.0,5496000.0,6985.699999999999
347000.0,5496000.0,7425.699999999999
348000.0,5496000.0,7731.2
349000.0,5496000.0,7016.800000000001
350000.0,5496000.0,6847.4
351000.0,5496000.0,6306.5
352000.0,5496000.0,7082.799999999999
353000.0,5496000.0,6861.4
354000.0,5496000.0,6763.7
355000.0,5496000.0,6984.1
356000.0,5496000.0,6886.5
357000.0,5496000.0,7228.099999999999
358000.0,5496000.0,7373.299999999999
359000.0,5496000.0,7335.0
360000.0,5496000.0,6723.8
361000.0,5496000.0,7108.199999999999
363000.0,5496000.0,7400.799999999999
366000.0,5496000.0,6195.0
342000.0,5495000.0,8974.6
344000.0,5495000.0,7636.1
345000.0,5495000.0,7539.700000000001
346000.0,5495000.0,6674.0
347000.0,5495000.0,6030.4
348000.0,5495000.0,6410.299999999999
349000.0,5495000.0,6599.8
350000.0,5495000.0,6526.900000000001
351000.0,5495000.0,6014.6
352000.0,5495000.0,7423.8
353000.0,5495000.0,6735.599999999999
354000.0,5495000.0,6435.4
355000.0,5495000.0,6488.199999999999
356000.0,5495000.0,7007.799999999999
357000.0,5495000.0,7388.9
358000.0,5495000.0,7504.1
359000.0,5495000.0,7282.1
360000.0,5495000.0,6751.0
361000.0,5495000.0,7104.400000000001
362000.0,5495000.0,7155.0
363000.0,5495000.0,6731.4
364000.0,5495000.0,6686.2
365000.0,5495000.0,6555.0
366000.0,5495000.0,6801.2
367000.0,5495000.0,7309.0
368000.0,5495000.0,6348.0
341000.0,5494000.0,8491.8
342000.0,5494000.0,7653.8
343000.0,5494000.0,7499.400000000001
344000.0,5494000.0,7740.699999999999
345000.0,5494000.0,7054.9
346000.0,5494000.0,6388.8
347000.0,5494000.0,6231.3
348000.0,5494000.0,6085.799999999999
349000.0,5494000.0,6509.8
350000.0,5494000.0,6114.8
351000.0,5494000.0,6363.5
352000.0,5494000.0,7491.900000000001
353000.0,5494000.0,6884.5
354000.0,5494000.0,6283.7
355000.0,5494000.0,6479.6
356000.0,5494000.0,7111.1
357000.0,5494000.0,8009.2
358000.0,5494000.0,7878.8
359000.0,5494000.0,7631.900000000001
360000.0,5494000.0,7155.699999999999
361000.0,5494000.0,6697.3
362000.0,5494000.0,6609.9
363000.0,5494000.0,6436.800000000001
364000.0,5494000.0,6239.400000000001
365000.0,5494000.0,6312.3
366000.0,5494000.0,6389.5
367000.0,5494000.0,7255.2
368000.0,5494000.0,6755.0
339000.0,5493000.0,8526.1
340000.0,5493000.0,7638.4
341000.0,5493000.0,7395.2
342000.0,5493000.0,6787.1
343000.0,5493000.0,6773.8
344000.0,5493000.0,6687.7
345000.0,5493000.0,6694.0
346000.0,5493000.0,6450.699999999999
347000.0,5493000.0,6037.7
348000.0,5493000.0,5743.099999999999
349000.0,5493000.0,6461.900000000001
350000.0,5493000.0,5767.9
351000.0,5493000.0,6363.6
352000.0,5493000.0,7056.6
353000.0,5493000.0,6182.4
354000.0,5493000.0,7259.0
355000.0,5493000.0,7997.200000000001
356000.0,5493000.0,8221.1
357000.0,5493000.0,7906.799999999999
358000.0,5493000.0,7639.6
359000.0,5493000.0,7228.4
360000.0,5493000.0,6809.0
361000.0,5493000.0,7064.200000000001
362000.0,5493000.0,6679.8
363000.0,5493000.0,6584.1
364000.0,5493000.0,7024.6
365000.0,5493000.0,6525.0
366000.0,5493000.0,6549.6
367000.0,5493000.0,6265.4
368000.0,5493000.0,6608.0
369000.0,5493000.0,6611.900000000001
370000.0,5493000.0,7661.700000000001
374000.0,5493000.0,7980.0
336000.0,5492000.0,8151.599999999999
338000.0,5492000.0,7992.4
339000.0,5492000.0,7702.5
340000.0,5492000.0,7450.2
341000.0,5492000.0,6903.6
342000.0,5492000.0,6447.1
343000.0,5492000.0,6408.9
344000.0,5492000.0,6567.1
345000.0,5492000.0,5904.5
346000.0,5492000.0,6080.1
347000.0,5492000.0,5856.700000000001
348000.0,5492000.0,5699.9
349000.0,5492000.0,6197.4
350000.0,5492000.0,5820.0
351000.0,5492000.0,6255.5
352000.0,5492000.0,7100.4
353000.0,5492000.0,6599.9
354000.0,5492000.0,7095.1
355000.0,5492000.0,7906.7
356000.0,5492000.0,7306.4
357000.0,5492000.0,7191.4
358000.0,5492000.0,8006.5
359000.0,5492000.0,7238.299999999999
360000.0,5492000.0,6682.0
361000.0,5492000.0,6651.800000000001
362000.0,5492000.0,6388.5
363000.0,5492000.0,7060.1
364000.0,5492000.0,6451.2
365000.0,5492000.0,6639.400000000001
366000.0,5492000.0,6885.9
367000.0,5492000.0,6606.5
368000.0,5492000.0,6418.5
369000.0,5492000.0,6626.5
370000.0,5492000.0,7620.299999999999
373000.0,5492000.0,7691.3
374000.0,5492000.0,8095.900000000001
310000.0,5491000.0,4094.2
311000.0,5491000.0,4495.1
312000.0,5491000.0,4894.5
313000.0,5491000.0,5252.3
314000.0,5491000.0,5507.0
315000.0,5491000.0,5950.599999999999
335000.0,5491000.0,8047.799999999999
336000.0,5491000.0,7493.9
337000.0,5491000.0,7367.9
338000.0,5491000.0,7021.5
339000.0,5491000.0,6513.5
340000.0,5491000.0,6244.1
341000.0,5491000.0,6479.0
342000.0,5491000.0,6196.5
343000.0,5491000.0,6127.4
344000.0,5491000.0,6408.099999999999
345000.0,5491000.0,5939.200000000001
346000.0,5491000.0,5763.5
347000.0,5491000.0,5748.199999999999
348000.0,5491000.0,5671.4
349000.0,5491000.0,5745.4
350000.0,5491000.0,6167.1
351000.0,5491000.0,7603.9
352000.0,5491000.0,7008.0
353000.0,5491000.0,6481.4
354000.0,5491000.0,6754.6
355000.0,5491000.0,7210.2
356000.0,5491000.0,6935.1
357000.0,5491000.0,7047.200000000001
358000.0,5491000.0,7606.5
359000.0,5491000.0,7123.8
360000.0,5491000.0,6686.3
361000.0,5491000.0,6633.099999999999
362000.0,5491000.0,7150.699999999999
363000.0,5491000.0,6673.6
364000.0,5491000.0,6515.1
365000.0,5491000.0,6740.1
366000.0,5491000.0,7061.3
367000.0,5491000.0,6653.5
368000.0,5491000.0,6500.299999999999
369000.0,5491000.0,6977.7
370000.0,5491000.0,6941.900000000001
371000.0,5491000.0,6917.5
372000.0,5491000.0,7115.299999999999
373000.0,5491000.0,7432.1
374000.0,5491000.0,7447.0
375000.0,5491000.0,8430.0
309000.0,5490000.0,4070.6
310000.0,5490000.0,4109.4
311000.0,5490000.0,4481.9
312000.0,5490000.0,5101.5
313000.0,5490000.0,5337.4
314000.0,5490000.0,5710.699999999999
315000.0,5490000.0,6255.5
316000.0,5490000.0,6532.5
317000.0,5490000.0,6147.7
322000.0,5490000.0,6631.3
324000.0,5490000.0,6834.0
329000.0,5490000.0,7301.1
330000.0,5490000.0,7242.200000000001
331000.0,5490000.0,7374.6
332000.0,5490000.0,6731.3
334000.0,5490000.0,7173.8
335000.0,5490000.0,7069.0
336000.0,5490000.0,7204.1
337000.0,5490000.0,6489.700000000001
338000.0,5490000.0,6182.1
339000.0,5490000.0,6077.3
340000.0,5490000.0,6214.300000000001
341000.0,5490000.0,6172.4
342000.0,5490000.0,5997.1
343000.0,5490000.0,6070.2
344000.0,5490000.0,6132.9
345000.0,5490000.0,5763.4
346000.0,5490000.0,5760.5
347000.0,5490000.0,5548.099999999999
348000.0,5490000.0,5682.7
349000.0,5490000.0,5635.0
350000.0,5490000.0,6865.699999999999
351000.0,5490000.0,6480.2
352000.0,5490000.0,6283.299999999999
353000.0,5490000.0,6544.700000000001
354000.0,5490000.0,6217.7
355000.0,5490000.0,6445.9
356000.0,5490000.0,6575.4
357000.0,5490000.0,7582.3
358000.0,5490000.0,7240.0
359000.0,5490000.0,6914.8
360000.0,5490000.0,6730.0
361000.0,5490000.0,6566.700000000001
362000.0,5490000.0,7200.9
363000.0,5490000.0,6736.900000000001
364000.0,5490000.0,6611.1
365000.0,5490000.0,6441.800000000001
366000.0,5490000.0,6894.1
367000.0,5490000.0,7345.2
368000.0,5490000.0,6803.199999999999
369000.0,5490000.0,6545.4
370000.0,5490000.0,6966.0
371000.0,5490000.0,7619.9
372000.0,5490000.0,7481.2
373000.0,5490000.0,7283.5
374000.0,5490000.0,7617.799999999999
375000.0,5490000.0,8549.0
309000.0,5489000.0,4079.4
310000.0,5489000.0,4101.4
311000.0,5489000.0,4778.6
312000.0,5489000.0,5094.099999999999
313000.0,5489000.0,5260.799999999999
314000.0,5489000.0,5639.700000000001
315000.0,5489000.0,6504.8
316000.0,5489000.0,6411.6
317000.0,5489000.0,6094.400000000001
318000.0,5489000.0,6030.1
319000.0,5489000.0,6015.5
320000.0,5489000.0,5722.3
321000.0,5489000.0,6222.9
322000.0,5489000.0,6664.1
323000.0,5489000.0,6852.4
324000.0,5489000.0,6933.4
328000.0,5489000.0,6470.1
329000.0,5489000.0,6475.4
330000.0,5489000.0,6442.1
331000.0,5489000.0,6881.700000000001
332000.0,5489000.0,6862.5
333000.0,5489000.0,6348.5
334000.0,5489000.0,6356.900000000001
335000.0,5489000.0,6197.200000000001
336000.0,5489000.0,6239.0
337000.0,5489000.0,6217.200000000001
338000.0,5489000.0,6265.0
339000.0,5489000.0,5921.3
340000.0,5489000.0,5994.700000000001
341000.0,5489000.0,5814.1
342000.0,5489000.0,5828.9
343000.0,5489000.0,5982.7
344000.0,5489000.0,6177.9
