x,y,z
534000.0,5723000.0,3657.2000000000003
531000.0,5722000.0,4158.0
532000.0,5722000.0,4173.9
533000.0,5722000.0,5278.299999999999
534000.0,5722000.0,4261.0
531000.0,5721000.0,4624.6
532000.0,5721000.0,3656.5
533000.0,5721000.0,5232.9
534000.0,5721000.0,3643.0
538000.0,5721000.0,3702.7999999999997
530000.0,5720000.0,4263.1
531000.0,5720000.0,4414.0
532000.0,5720000.0,3653.8
533000.0,5720000.0,4645.7
534000.0,5720000.0,4541.8
537000.0,5720000.0,3699.7000000000003
538000.0,5720000.0,3703.4000000000005
543000.0,5720000.0,3893.5
526000.0,5719000.0,5265.2
527000.0,5719000.0,4914.6
528000.0,5719000.0,4642.1
529000.0,5719000.0,4466.8
530000.0,5719000.0,4351.599999999999
531000.0,5719000.0,4351.8
532000.0,5719000.0,4027.5
533000.0,5719000.0,4918.3
534000.0,5719000.0,4160.900000000001
535000.0,5719000.0,4653.5
536000.0,5719000.0,5053.9
537000.0,5719000.0,5400.2
538000.0,5719000.0,3680.0
539000.0,5719000.0,3965.7
540000.0,5719000.0,4243.9
541000.0,5719000.0,5064.4
542000.0,5719000.0,4835.7
543000.0,5719000.0,4156.2
544000.0,5719000.0,4253.5
524000.0,5718000.0,5672.200000000001
525000.0,5718000.0,5720.4
526000.0,5718000.0,5449.8
527000.0,5718000.0,5313.199999999999
528000.0,5718000.0,5106.3
529000.0,5718000.0,3900.4
530000.0,5718000.0,3852.7
531000.0,5718000.0,4262.6
532000.0,5718000.0,4556.3
533000.0,5718000.0,5147.5
534000.0,5718000.0,4745.4
535000.0,5718000.0,5143.099999999999
536000.0,5718000.0,5228.5
537000.0,5718000.0,4626.5
538000.0,5718000.0,3877.0
539000.0,5718000.0,4316.1
540000.0,5718000.0,5252.4
541000.0,5718000.0,5325.1
542000.0,5718000.0,5102.9
543000.0,5718000.0,4843.8
544000.0,5718000.0,4729.0
525000.0,5717000.0,5272.200000000001
526000.0,5717000.0,4726.3
527000.0,5717000.0,4672.200000000001
528000.0,5717000.0,4002.4
529000.0,5717000.0,3814.4
530000.0,5717000.0,3766.9
531000.0,5717000.0,4109.099999999999
532000.0,5717000.0,5073.400000000001
533000.0,5717000.0,5110.1
534000.0,5717000.0,5178.7
535000.0,5717000.0,5656.1
536000.0,5717000.0,5525.0
537000.0,5717000.0,4696.9
538000.0,5717000.0,3723.7
539000.0,5717000.0,4605.4
540000.0,5717000.0,4901.3
541000.0,5717000.0,5483.5
542000.0,5717000.0,4866.599999999999
543000.0,5717000.0,5576.2
544000.0,5717000.0,5247.0
545000.0,5717000.0,5176.2
526000.0,5716000.0,4959.700000000001
527000.0,5716000.0,5041.5
528000.0,5716000.0,3854.7000000000003
529000.0,5716000.0,3792.2000000000003
530000.0,5716000.0,4641.7
531000.0,5716000.0,4120.7
532000.0,5716000.0,4961.0
533000.0,5716000.0,5224.5
534000.0,5716000.0,5386.4
535000.0,5716000.0,5747.0
536000.0,5716000.0,5231.900000000001
537000.0,5716000.0,5494.5
538000.0,5716000.0,4567.200000000001
539000.0,5716000.0,3935.8
540000.0,5716000.0,3740.7999999999997
541000.0,5716000.0,3771.3999999999996
542000.0,5716000.0,4251.8
543000.0,5716000.0,5194.2
544000.0,5716000.0,5249.400000000001
545000.0,5716000.0,5045.4
526000.0,5715000.0,5429.300000000001
527000.0,5715000.0,4879.2
528000.0,5715000.0,4290.900000000001
529000.0,5715000.0,4066.3999999999996
530000.0,5715000.0,4188.400000000001
531000.0,5715000.0,4700.900000000001
532000.0,5715000.0,4591.5
533000.0,5715000.0,4577.4
534000.0,5715000.0,5051.599999999999
535000.0,5715000.0,5327.3
536000.0,5715000.0,5616.1
537000.0,5715000.0,6777.1
538000.0,5715000.0,5367.4
539000.0,5715000.0,5882.200000000001
540000.0,5715000.0,4791.5
541000.0,5715000.0,3747.7999999999997
542000.0,5715000.0,4326.9
543000.0,5715000.0,5557.3
544000.0,5715000.0,5539.300000000001
545000.0,5715000.0,4674.700000000001
546000.0,5715000.0,4580.0
547000.0,5715000.0,4549.8
525000.0,5714000.0,5607.799999999999
526000.0,5714000.0,5879.6
527000.0,5714000.0,4879.3
528000.0,5714000.0,4101.9
529000.0,5714000.0,3818.7
530000.0,5714000.0,4036.3999999999996
531000.0,5714000.0,4637.7
532000.0,5714000.0,4753.8
533000.0,5714000.0,5070.2
534000.0,5714000.0,4717.200000000001
535000.0,5714000.0,4667.200000000001
536000.0,5714000.0,5319.6
537000.0,5714000.0,6358.299999999999
538000.0,5714000.0,6760.5
539000.0,5714000.0,6999.300000000001
540000.0,5714000.0,5008.1
541000.0,5714000.0,3722.7999999999997
542000.0,5714000.0,4535.6
543000.0,5714000.0,5773.4
546000.0,5714000.0,5462.0
547000.0,5714000.0,5431.2
524000.0,5713000.0,5709.300000000001
525000.0,5713000.0,5308.8
526000.0,5713000.0,5153.099999999999
527000.0,5713000.0,4359.6
528000.0,5713000.0,3936.3
529000.0,5713000.0,3852.9
530000.0,5713000.0,4857.3
531000.0,5713000.0,4521.2
532000.0,5713000.0,5044.0
533000.0,5713000.0,5187.4
534000.0,5713000.0,4683.2
535000.0,5713000.0,5257.0
536000.0,5713000.0,5024.4
537000.0,5713000.0,5515.5
538000.0,5713000.0,6125.1
539000.0,5713000.0,6818.6
540000.0,5713000.0,5130.2
541000.0,5713000.0,3821.5
542000.0,5713000.0,4548.8
543000.0,5713000.0,5963.099999999999
524000.0,5712000.0,5113.7
525000.0,5712000.0,4983.0
526000.0,5712000.0,4729.099999999999
527000.0,5712000.0,3894.2000000000003
528000.0,5712000.0,3881.3999999999996
529000.0,5712000.0,4180.4
530000.0,5712000.0,4907.7
531000.0,5712000.0,4869.3
532000.0,5712000.0,5020.4
533000.0,5712000.0,5193.9
534000.0,5712000.0,5333.0
535000.0,5712000.0,5176.599999999999
536000.0,5712000.0,5451.0
537000.0,5712000.0,5441.6
538000.0,5712000.0,6165.699999999999
