x,y,z
466000.0,5939000.0,2667.0
467000.0,5939000.0,2667.0
467000.0,5938000.0,2667.0
468000.0,5938000.0,2667.0
467000.0,5937000.0,2666.8
468000.0,5937000.0,2667.0
469000.0,5937000.0,2667.0
468000.0,5936000.0,2667.0
469000.0,5936000.0,2667.0
468000.0,5935000.0,2667.0
469000.0,5935000.0,2667.0
470000.0,5935000.0,2667.0
469000.0,5934000.0,2667.0
470000.0,5934000.0,2667.0
470000.0,5933000.0,2667.0
471000.0,5933000.0,2667.0
471000.0,5932000.0,2667.0
471000.0,5931000.0,2667.0
471000.0,5930000.0,2666.0
